Lookout,318794,5,www.lookout.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/70f757ad1us
Magic Leap,799754,5,www.magicleap.com,"Plantation, FL",Information Technology,Computer Hardware & Software,,1001 to 5000 employees,https://grnh.se/8af367f01us
Noodle.ai,1441922,5,www.noodle.ai,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/3a753eb71us
Paxful,2191935,5,www.paxful.com,"Tallinn, Estonia",Finance,Financial Transaction Processing,,201 to 500 employees,https://grnh.se/6e93572e3us
Sfox Telecom,2636813,5,www.sfox.net.br,"","",,"",Unknown,https://grnh.se/e4c97f152
Sonic (Internet and Phone),240405,5,www.sonic.com,"Santa Rosa, CA",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/b77818771us
The Equity Project Charter School,816592,5,www.tepcharter.org,"New York, NY",Education,K-12 Education,,1 to 50 employees,https://grnh.se/4ej0fn
Traeger Pellet Grills,451336,5,www.traegergrills.com,"Salt Lake City, UT",Manufacturing,Consumer Products Manufacturing,,201 to 500 employees,https://grnh.se/574b5d3b1
Tremor Video,1846984,5,www.tremorvideodsp.com,"New York, NY",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/c09df71d2
Vox Media,490488,5,www.voxmedia.com,"Washington, DC",Media,Publishing,,501 to 1000 employees,https://grnh.se/2ff3e6ec1us
White Ops,1268349,5,www.whiteops.com,"New York, NY",Information Technology,Internet,,51 to 200 employees,https://grnh.se/h2d0iv
777 Partners,2037259,4,www.777part.com,"Miami, FL",Finance,Investment Banking & Asset Management,,201 to 500 employees,https://grnh.se/adaf2c7b2us
Adaptive Biotechnologies,817846,4,www.adaptivebiotech.com,"Seattle, WA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable per year,201 to 500 employees,https://grnh.se/230775c62us
Arris Composites,2591441,4,www.arriscomposites.com,"Berkeley, CA",Manufacturing,Industrial Manufacturing,"",1 to 50 employees,https://grnh.se/d1e7da743us
Autonomic,1933144,4,www.autonomic.ai,"Palo Alto, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/439dd8ef2us
BaubleBar,760268,4,www.baublebar.com,"New York, NY",Manufacturing,Consumer Products Manufacturing,,51 to 200 employees,https://grnh.se/16674d311us
Blue Apron,777496,4,www.blueapron.com,"New York, NY",Retail,Food & Beverage Stores,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/30559ea41us
Blue State,380552,4,www.bluestate.co,"Brooklyn, NY",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/0e94dac81us
BounceX,807088,4,www.bounceexchange.com,"New York, NY",Business Services,Advertising & Marketing,,201 to 500 employees,https://grnh.se/531d7c3a1
Bugsnag,1455468,4,www.bugsnag.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/917603b53us
Capco,400565,4,www.capco.com,"London, United Kingdom",Business Services,Consulting,$500 million to $1 billion (USD) per year,5001 to 10000 employees,https://grnh.se/d9db63e41us
Capstone Investment Advisors,294992,4,www.capstoneco.com,"New York, NY",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/ca2c5a9e2us
Contentful,1435539,4,www.contentful.com,"Berlin, Germany",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/b95aa6781us
Conviva,307675,4,www.conviva.com,"Foster City, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/bbdda7023us
DISQO,2266003,4,www.disqo.com,"Glendale, CA",Business Services,Research & Development,,51 to 200 employees,https://grnh.se/7b9d17382us
Doximity,483893,4,www.doximity.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/1af477991
EarnUp,1324274,4,www.earnup.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/5dd2213f2us
Emotive (CA),3166588,4,www.emotive.io,"Los Angeles, CA",,,,1 to 50 employees,https://grnh.se/7957dd173us
G/O Media,2949304,4,www.g-omedia.com,"Boston, MA",,,,501 to 1000 employees,https://grnh.se/b836720b1us
Galileo,2407915,4,www.galileo.io,"New York, NY",Health Care,Health Care Services & Hospitals,"",1 to 50 employees,https://grnh.se/4e7e8be72us
Gallery Media Group,2882055,4,www.gallerymediagroup.com,"New York, NY",Media,Publishing,,51 to 200 employees,https://grnh.se/c8eea6fd1us
Genome Medical,2054717,4,www.genomemedical.com,"San Francisco, CA",Health Care,Health Care Services & Hospitals,,51 to 200 employees,https://grnh.se/6665bda71us
Glooko,1320444,4,www.glooko.com,"Mountain View, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/8e9277f81us
HELIX RE,2114385,4,www.helix.re,"San Mateo, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/94d178df3us
Hello Alfred,1069435,4,www.helloalfred.com,"New York, NY",Business Services,Building & Personnel Services,,201 to 500 employees,https://grnh.se/7ea7d82b1us
Humu,3088058,4,www.humu.com,"Mountain View, CA",Business Services,Consulting,"",51 to 200 employees,https://grnh.se/16e61bf11us
Imagination,244762,4,www.imagination.com,"London, United Kingdom",Business Services,Advertising & Marketing,,501 to 1000 employees,https://grnh.se/09042e4d1us
Landor,14061,4,www.landor.com,"London, United Kingdom",Business Services,Advertising & Marketing,$100 to $500 million (USD) per year,501 to 1000 employees,https://grnh.se/69c760a51us
Loon,2938306,4,www.loon.com,"Mountain View, CA",,,,Unknown,https://grnh.se/1cc05f702us
Modus Create,718505,4,www.moduscreate.com,"Reston, VA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/6751021e3us
Mogo Interactive,822690,4,www.mogomarketing.com,"Corte Madera, CA",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/6c6580693us
Moon Creative Lab,2587497,4,www.mooncreativelab.com,"Palo Alto, CA",Business Services,Consulting,"",Unknown,https://grnh.se/3b983f972us
NOBLR,1972640,4,www.noblr.com,"San Francisco, CA",Insurance,Insurance Carriers,,1 to 50 employees,https://grnh.se/b847a4ab2
NYC Criminal Justice Agency,526979,4,www.nycja.org,,Government,Federal Agencies,,201 to 500 employees,https://grnh.se/837a3a522us
PicnicHealth,2014310,4,www.picnichealth.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/c1d721c12
Potato,951567,4,p.ota.to,"London, United Kingdom",Information Technology,Internet,,51 to 200 employees,https://grnh.se/ilk7s8
Qualtrics,323717,4,www.qualtrics.com,"Provo, UT",Information Technology,Computer Hardware & Software,Unknown / Non-Applicable per year,1001 to 5000 employees,https://grnh.se/2d2a94bc1us
Rightway Healthcare,3065832,4,www.rightwayhealthcare.com,"New York, NY",Health Care,Health Care Services & Hospitals,,51 to 200 employees,https://grnh.se/8f30f1e33us
Sauce Labs,853079,4,www.saucelabs.com,"San Francisco, CA",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/72e218851us
SEO,286436,4,www.seo-usa.org,"New York, NY",Education,K-12 Education,,51 to 200 employees,https://grnh.se/7657c08b2us
Slack,950758,4,www.slack.com,"San Francisco, CA",Information Technology,Internet,Unknown / Non-Applicable per year,1001 to 5000 employees,https://grnh.se/8edd5a511us
specright,1190660,4,www.specright.com,"Irvine, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/d39702b52
Strateos,3031160,4,www.strateos.com,"Menlo Park, CA",,,,Unknown,https://grnh.se/81a646c41us
Summit Public Schools,774506,4,www.summitps.org,"Redwood City, CA",Education,K-12 Education,,201 to 500 employees,https://grnh.se/81a294b21us
SurveyMonkey,347449,4,www.surveymonkey.com,"San Mateo, CA",Information Technology,Internet,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/b19efe351us
Sysdig,956879,4,www.sysdigcloud.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/677a9fba1us
TULA Skincare,3147919,4,www.tula.com,"New York, NY",,,Unknown / Non-Applicable per year,1 to 50 employees,https://grnh.se/65f5d5d72us
Two Nil,795094,4,www.twonil.com,"Los Angeles, CA",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/3209917e1us
UnitedMasters,1874522,4,www.unitedmasters.com,"Brooklyn, NY",Media,Music Production & Distribution,,51 to 200 employees,https://grnh.se/4b5670162us
Veritone,1043171,4,www.veritone.com,"Costa Mesa, CA",Information Technology,Enterprise Software & Network Solutions,$25 to $50 million (USD) per year,201 to 500 employees,https://grnh.se/0473d3bf3us
Vestwell,651807,4,"","Redcliffe, Australia",Real Estate,Real Estate,"",Unknown,https://grnh.se/8d4d180e3us
Viaduct,3265390,4,www.viaduct.ai,"Palo Alto, CA",,,,1 to 50 employees,https://grnh.se/d114a0a73us
Weee,2334472,4,www.sayweee.com,"Beijing, China","",,"",51 to 200 employees,https://grnh.se/733e14033us
Whisper (San Francisco),2853272,4,www.whisper.ai,"San Francisco, CA",Manufacturing,Consumer Products Manufacturing,"",1 to 50 employees,https://grnh.se/28747bcd2us
Who Gives a Crap,1729304,4,www.whogivesacrap.org,"Los Angeles, CA",Retail,Other Retail Stores,,51 to 200 employees,https://grnh.se/ce100aa32us
YipitData,423131,4,www.yipitdata.com,"New York, NY",Information Technology,Internet,,51 to 200 employees,https://grnh.se/e090d7fe1
AiCure,1411172,3,www.aicure.com,"New York, NY",Information Technology,Computer Hardware & Software,Unknown / Non-Applicable,1 to 50 employees,https://grnh.se/e2bcf0e13us
Alfred,3034053,3,www.alfred.la,"Los Angeles, CA","",,"",Unknown,https://grnh.se/7f7741361
American Civil Liberties Union,16157,3,www.aclu.org,"New York, NY",Business Services,Membership Organizations,,201 to 500 employees,https://grnh.se/85533d042us
Amino,1156347,3,www.amino.com,"San Francisco, CA",Information Technology,Internet,,1 to 50 employees,https://grnh.se/c13416931
Anomaly Insights,4152918,3,www.findanomaly.com,"New York, NY","",,"",Unknown,https://grnh.se/b90b90192us
Apixio,353419,3,www.apixio.com,"San Mateo, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/246880b22
Appnovation Technologies,796400,3,www.appnovation.com,"Vancouver, Canada",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/656b03da2us
Arcadia Power,1744818,3,www.arcadiapower.com,"Washington, DC","Oil, Gas, Energy & Utilities",Energy,,51 to 200 employees,https://grnh.se/3a69e58a2us
Aruliden,442260,3,www.aruliden.com,"New York, NY",,,,1 to 50 employees,https://grnh.se/42a8d7a32us
Assembly Biosciences,1262201,3,www.assemblybio.com,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD) per year,51 to 200 employees,https://grnh.se/7b977b2a2us
Avenues: The World School,713172,3,www.avenues.org,"New York, NY",Education,K-12 Education,,501 to 1000 employees,https://grnh.se/ajtg37pl1
BerlinRosen,676607,3,www.berlinrosen.com,"New York, NY",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/7b78b87d2us
BigID,2090328,3,www.bigid.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/c98e04fb2us
Blueshift,1534295,3,www.getblueshift.com,"San Francisco, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/23ddd4bf2
Brightidea,359983,3,www.brightidea.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/c5ab17b91
Cadre,1169222,3,www.cadre.com,"New York, NY",Information Technology,Internet,,51 to 200 employees,https://grnh.se/989a1c881
Calm,1697524,3,www.calm.com,"San Francisco, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/1b4fd6d52us
CareerArc,908244,3,www.careerarcgroup.com,"Los Angeles, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/06b19fd71
Chowbus,1767561,3,www.chowbus.com,"Chicago, IL",,,,1 to 50 employees,https://grnh.se/678bae653us
Compass,719025,3,www.compass.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,1001 to 5000 employees,https://grnh.se/cdd08e4d1us
Contently,862593,3,www.contently.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/9f1ac4d31us
Credible,1069434,3,www.credible.com,"San Francisco, CA",Finance,Lending,Unknown / Non-Applicable,51 to 200 employees,https://grnh.se/f29d9d0a1us
Datatron,1627622,3,www.datatron.io,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/f52ee8702
Dealpath,1294473,3,www.dealpath.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/bd25ff2b1us
DesignMind,722628,3,www.designmind.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/5qftn7
DeVries Global,14348,3,www.devriesglobal.com,"New York, NY",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/91f46c312us
DiDi Labs,3184513,3,www.didi-labs.com,"Mountain View, CA","",,Unknown / Non-Applicable per year,Unknown,https://grnh.se/7c05bd031us
Domino Data Lab,969972,3,www.dominodatalab.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/2d9bf4491us
Earnd,3441712,3,www.earnd.com,"London, United Kingdom","",,"",51 to 200 employees,https://grnh.se/14aff3ea3us
Earnest Research,1099632,3,www.earnestresearch.com,"New York, NY",Business Services,Research & Development,,51 to 200 employees,https://grnh.se/31107a281us
eero,1291804,3,www.eero.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/517795f81
FanDuel,894936,3,www.fanduel.com,"New York, NY","Arts, Entertainment & Recreation",Sports & Recreation,,501 to 1000 employees,https://grnh.se/4c0086841us
Fetch Robotics,1000097,3,www.fetchrobotics.com,"San Jose, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/e108f8d63us
Flock Safety,2121535,3,www.flocksafety.com,"Atlanta, GA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/3ce967d22us
FlyHomes,2111134,3,www.flyhomes.com,"Seattle, WA",Real Estate,Real Estate,,51 to 200 employees,https://grnh.se/2a60217e1us
Fragrant Jewels,1342301,3,www.fragrantjewels.com,"Los Angeles, CA",,,,51 to 200 employees,https://grnh.se/a6fe121b1
FuboTV,1006878,3,www.fubo.tv,"New York, NY",,,,51 to 200 employees,https://grnh.se/d4b2d39a1us
FWD.us,840303,3,www.fwd.us,"San Francisco, CA",Non-Profit,Social Assistance,,1 to 50 employees,https://grnh.se/20e444d61
Gem,2388486,3,www.gem.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/c8551dfa2
GoFundMe,796048,3,www.gofundme.com,"Menlo Park, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/f7c02fc71us
Gray Scalable,2543588,3,www.grayscalable.com,"New York, NY",Business Services,Consulting,,1 to 50 employees,https://grnh.se/74ec63143us
GumGum,279348,3,www.gumgum.com,"Santa Monica, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/74a2e6793us
Heal,1503374,3,www.heal.com,"Los Angeles, CA",Health Care,Health Care Services & Hospitals,,51 to 200 employees,https://grnh.se/aade953e1us
Hero Cosmetics,3253385,3,www.herocosmetics.us,"New York, NY",,,,1 to 50 employees,https://grnh.se/b3c9ecf32us
Hootsuite,617216,3,www.hootsuite.com,"Vancouver, Canada",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/652d11aa1us
IDEO,9948,3,www.ideo.com,"Palo Alto, CA",Business Services,Consulting,"",501 to 1000 employees,https://grnh.se/0059b86f1us
IEQ Capital,3062699,3,www.ieqcapital.com,"Foster City, CA",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/eba9b4163us
Impact,319986,3,www.impact.com,"Santa Barbara, CA",Business Services,Advertising & Marketing,"",501 to 1000 employees,https://grnh.se/db6b0b6c2us
InkHouse,1014913,3,www.inkhouse.com,"Waltham, MA",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/f006639b1us
Integral Ad Science,782797,3,www.integralads.com,"New York, NY",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/8ce811ed1us
Jampp,953945,3,www.jampp.com,"San Francisco, CA",Information Technology,Internet,"",51 to 200 employees,https://grnh.se/b877863f1us
